country,continent,year,le_gdp
Guatemala,Americas,2007,70.259::5186.050003
Guinea,Africa,1952,33.609::510.1964923
Guinea,Africa,1957,34.558::576.2670245
Guinea,Africa,1962,35.753::686.3736739
Guinea,Africa,1967,37.197::708.7595409
Guinea,Africa,1972,38.842::741.6662307
Guinea,Africa,1977,40.762::874.6858643
Guinea,Africa,1982,42.891::857.2503577
Guinea,Africa,1987,45.552::805.5724718
Guinea,Africa,1992,48.576::794.3484384
Guinea,Africa,1997,51.455::869.4497668
Guinea,Africa,2002,53.676::945.5835837
Guinea,Africa,2007,56.007::942.6542111
Guinea-Bissau,Africa,1952,32.5::299.850319
Guinea-Bissau,Africa,1957,33.489::431.7904566
Guinea-Bissau,Africa,1962,34.488::522.0343725
Guinea-Bissau,Africa,1967,35.492::715.5806402
Guinea-Bissau,Africa,1972,36.486::820.2245876
Guinea-Bissau,Africa,1977,37.465::764.7259628
Guinea-Bissau,Africa,1982,39.327::838.1239671
Guinea-Bissau,Africa,1987,41.245::736.4153921
Guinea-Bissau,Africa,1992,43.266::745.5398706
Guinea-Bissau,Africa,1997,44.873::796.6644681
Guinea-Bissau,Africa,2002,45.504::575.7047176
Guinea-Bissau,Africa,2007,46.388::579.231743
Haiti,Americas,1952,37.579::1840.366939
Haiti,Americas,1957,40.696::1726.887882
Haiti,Americas,1962,43.59::1796.589032
Haiti,Americas,1967,46.243::1452.057666
Haiti,Americas,1972,48.042::1654.456946
Haiti,Americas,1977,49.923::1874.298931
Haiti,Americas,1982,51.461::2011.159549
Haiti,Americas,1987,53.636::1823.015995
Haiti,Americas,1992,55.089::1456.309517
Haiti,Americas,1997,56.671::1341.726931
Haiti,Americas,2002,58.137::1270.364932
Haiti,Americas,2007,60.916::1201.637154
Honduras,Americas,1952,41.912::2194.926204
Honduras,Americas,1957,44.665::2220.487682
Honduras,Americas,1962,48.041::2291.156835
Honduras,Americas,1967,50.924::2538.269358
Honduras,Americas,1972,53.884::2529.842345
Honduras,Americas,1977,57.402::3203.208066
Honduras,Americas,1982,60.909::3121.760794
Honduras,Americas,1987,64.492::3023.096699
Honduras,Americas,1992,66.399::3081.694603
Honduras,Americas,1997,67.659::3160.454906
Honduras,Americas,2002,68.565::3099.72866
Honduras,Americas,2007,70.198::3548.330846
"Hong Kong, China",Asia,1952,60.96::3054.421209
"Hong Kong, China",Asia,1957,64.75::3629.076457
"Hong Kong, China",Asia,1962,67.65::4692.648272
"Hong Kong, China",Asia,1967,70::6197.962814
"Hong Kong, China",Asia,1972,72::8315.928145
"Hong Kong, China",Asia,1977,73.6::11186.14125
"Hong Kong, China",Asia,1982,75.45::14560.53051
"Hong Kong, China",Asia,1987,76.2::20038.47269
"Hong Kong, China",Asia,1992,77.601::24757.60301
"Hong Kong, China",Asia,1997,80::28377.63219
"Hong Kong, China",Asia,2002,81.495::30209.01516
"Hong Kong, China",Asia,2007,82.208::39724.97867
Hungary,Europe,1952,64.03::5263.673816
Hungary,Europe,1957,66.41::6040.180011
Hungary,Europe,1962,67.96::7550.359877
Hungary,Europe,1967,69.5::9326.64467
Hungary,Europe,1972,69.76::10168.65611
Hungary,Europe,1977,69.95::11674.83737
Hungary,Europe,1982,69.39::12545.99066
Hungary,Europe,1987,69.58::12986.47998
Hungary,Europe,1992,69.17::10535.62855
Hungary,Europe,1997,71.04::11712.7768
Hungary,Europe,2002,72.59::14843.93556
Hungary,Europe,2007,73.338::18008.94444
Iceland,Europe,1952,72.49::7267.688428
Iceland,Europe,1957,73.47::9244.001412
Iceland,Europe,1962,73.68::10350.15906
Iceland,Europe,1967,73.73::13319.89568
Iceland,Europe,1972,74.46::15798.06362
Iceland,Europe,1977,76.11::19654.96247
Iceland,Europe,1982,76.99::23269.6075
Iceland,Europe,1987,77.23::26923.20628
Iceland,Europe,1992,78.77::25144.39201
Iceland,Europe,1997,78.95::28061.09966
Iceland,Europe,2002,80.5::31163.20196
Iceland,Europe,2007,81.757::36180.78919
India,Asia,1952,37.373::546.5657493
India,Asia,1957,40.249::590.061996
India,Asia,1962,43.605::658.3471509
India,Asia,1967,47.193::700.7706107
India,Asia,1972,50.651::724.032527
India,Asia,1977,54.208::813.337323
India,Asia,1982,56.596::855.7235377
India,Asia,1987,58.553::976.5126756
India,Asia,1992,60.223::1164.406809
India,Asia,1997,61.765::1458.817442
India,Asia,2002,62.879::1746.769454
India,Asia,2007,64.698::2452.210407
Indonesia,Asia,1952,37.468::749.6816546
Indonesia,Asia,1957,39.918::858.9002707
Indonesia,Asia,1962,42.518::849.2897701
Indonesia,Asia,1967,45.964::762.4317721
Indonesia,Asia,1972,49.203::1111.107907
Indonesia,Asia,1977,52.702::1382.702056
Indonesia,Asia,1982,56.159::1516.872988
Indonesia,Asia,1987,60.137::1748.356961
Indonesia,Asia,1992,62.681::2383.140898
Indonesia,Asia,1997,66.041::3119.335603
Indonesia,Asia,2002,68.588::2873.91287
Indonesia,Asia,2007,70.65::3540.651564
Iran,Asia,1952,44.869::3035.326002
Iran,Asia,1957,47.181::3290.257643
Iran,Asia,1962,49.325::4187.329802
Iran,Asia,1967,52.469::5906.731805
Iran,Asia,1972,55.234::9613.818607
Iran,Asia,1977,57.702::11888.59508
Iran,Asia,1982,59.62::7608.334602
Iran,Asia,1987,63.04::6642.881371
Iran,Asia,1992,65.742::7235.653188
Iran,Asia,1997,68.042::8263.590301
Iran,Asia,2002,69.451::9240.761975
Iran,Asia,2007,70.964::11605.71449
Iraq,Asia,1952,45.32::4129.766056
Iraq,Asia,1957,48.437::6229.333562
Iraq,Asia,1962,51.457::8341.737815
Iraq,Asia,1967,54.459::8931.459811
Iraq,Asia,1972,56.95::9576.037596
Iraq,Asia,1977,60.413::14688.23507
Iraq,Asia,1982,62.038::14517.90711
Iraq,Asia,1987,65.044::11643.57268
Iraq,Asia,1992,59.461::3745.640687
Iraq,Asia,1997,58.811::3076.239795
Iraq,Asia,2002,57.046::4390.717312
Iraq,Asia,2007,59.545::4471.061906
Ireland,Europe,1952,66.91::5210.280328
Ireland,Europe,1957,68.9::5599.077872
Ireland,Europe,1962,70.29::6631.597314
Ireland,Europe,1967,71.08::7655.568963
Ireland,Europe,1972,71.28::9530.772896
Ireland,Europe,1977,72.03::11150.98113
Ireland,Europe,1982,73.1::12618.32141
Ireland,Europe,1987,74.36::13872.86652
Ireland,Europe,1992,75.467::17558.81555
Ireland,Europe,1997,76.122::24521.94713
Ireland,Europe,2002,77.783::34077.04939
Ireland,Europe,2007,78.885::40675.99635
Israel,Asia,1952,65.39::4086.522128
Israel,Asia,1957,67.84::5385.278451
Israel,Asia,1962,69.39::7105.630706
Israel,Asia,1967,70.75::8393.741404
Israel,Asia,1972,71.63::12786.93223
Israel,Asia,1977,73.06::13306.61921
Israel,Asia,1982,74.45::15367.0292
Israel,Asia,1987,75.6::17122.47986
Israel,Asia,1992,76.93::18051.52254
Israel,Asia,1997,78.269::20896.60924
Israel,Asia,2002,79.696::21905.59514
Israel,Asia,2007,80.745::25523.2771
Italy,Europe,1952,65.94::4931.404155
Italy,Europe,1957,67.81::6248.656232
Italy,Europe,1962,69.24::8243.58234
Italy,Europe,1967,71.06::10022.40131
Italy,Europe,1972,72.19::12269.27378
Italy,Europe,1977,73.48::14255.98475
Italy,Europe,1982,74.98::16537.4835
Italy,Europe,1987,76.42::19207.23482
Italy,Europe,1992,77.44::22013.64486
Italy,Europe,1997,78.82::24675.02446
Italy,Europe,2002,80.24::27968.09817
Italy,Europe,2007,80.546::28569.7197
Jamaica,Americas,1952,58.53::2898.530881
Jamaica,Americas,1957,62.61::4756.525781
Jamaica,Americas,1962,65.61::5246.107524
Jamaica,Americas,1967,67.51::6124.703451
Jamaica,Americas,1972,69::7433.889293
Jamaica,Americas,1977,70.11::6650.195573
Jamaica,Americas,1982,71.21::6068.05135
Jamaica,Americas,1987,71.77::6351.237495
Jamaica,Americas,1992,71.766::7404.923685
Jamaica,Americas,1997,72.262::7121.924704
Jamaica,Americas,2002,72.047::6994.774861
Jamaica,Americas,2007,72.567::7320.880262
Japan,Asia,1952,63.03::3216.956347
Japan,Asia,1957,65.5::4317.694365
Japan,Asia,1962,68.73::6576.649461
Japan,Asia,1967,71.43::9847.788607
Japan,Asia,1972,73.42::14778.78636
Japan,Asia,1977,75.38::16610.37701
Japan,Asia,1982,77.11::19384.10571
Japan,Asia,1987,78.67::22375.94189
Japan,Asia,1992,79.36::26824.89511
Japan,Asia,1997,80.69::28816.58499
Japan,Asia,2002,82::28604.5919
Japan,Asia,2007,82.603::31656.06806
Jordan,Asia,1952,43.158::1546.907807
Jordan,Asia,1957,45.669::1886.080591
Jordan,Asia,1962,48.126::2348.009158
Jordan,Asia,1967,51.629::2741.796252
Jordan,Asia,1972,56.528::2110.856309
Jordan,Asia,1977,61.134::2852.351568
Jordan,Asia,1982,63.739::4161.415959
Jordan,Asia,1987,65.869::4448.679912
Jordan,Asia,1992,68.015::3431.593647
Jordan,Asia,1997,69.772::3645.379572
Jordan,Asia,2002,71.263::3844.917194
Jordan,Asia,2007,72.535::4519.461171
Kenya,Africa,1952,42.27::853.540919
Kenya,Africa,1957,44.686::944.4383152
Kenya,Africa,1962,47.949::896.9663732
Kenya,Africa,1967,50.654::1056.736457
Kenya,Africa,1972,53.559::1222.359968
Kenya,Africa,1977,56.155::1267.613204
Kenya,Africa,1982,58.766::1348.225791
Kenya,Africa,1987,59.339::1361.936856
Kenya,Africa,1992,59.285::1341.921721
Kenya,Africa,1997,54.407::1360.485021
Kenya,Africa,2002,50.992::1287.514732
Kenya,Africa,2007,54.11::1463.249282
"Korea, Dem. Rep.",Asia,1952,50.056::1088.277758
"Korea, Dem. Rep.",Asia,1957,54.081::1571.134655
"Korea, Dem. Rep.",Asia,1962,56.656::1621.693598
"Korea, Dem. Rep.",Asia,1967,59.942::2143.540609
"Korea, Dem. Rep.",Asia,1972,63.983::3701.621503
"Korea, Dem. Rep.",Asia,1977,67.159::4106.301249
"Korea, Dem. Rep.",Asia,1982,69.1::4106.525293
"Korea, Dem. Rep.",Asia,1987,70.647::4106.492315
"Korea, Dem. Rep.",Asia,1992,69.978::3726.063507
"Korea, Dem. Rep.",Asia,1997,67.727::1690.756814
"Korea, Dem. Rep.",Asia,2002,66.662::1646.758151
"Korea, Dem. Rep.",Asia,2007,67.297::1593.06548
"Korea, Rep.",Asia,1952,47.453::1030.592226
"Korea, Rep.",Asia,1957,52.681::1487.593537
"Korea, Rep.",Asia,1962,55.292::1536.344387
"Korea, Rep.",Asia,1967,57.716::2029.228142
"Korea, Rep.",Asia,1972,62.612::3030.87665
"Korea, Rep.",Asia,1977,64.766::4657.22102
"Korea, Rep.",Asia,1982,67.123::5622.942464
"Korea, Rep.",Asia,1987,69.81::8533.088805
"Korea, Rep.",Asia,1992,72.244::12104.27872
"Korea, Rep.",Asia,1997,74.647::15993.52796
"Korea, Rep.",Asia,2002,77.045::19233.98818
"Korea, Rep.",Asia,2007,78.623::23348.13973
Kuwait,Asia,1952,55.565::108382.3529
Kuwait,Asia,1957,58.033::113523.1329
Kuwait,Asia,1962,60.47::95458.11176
Kuwait,Asia,1967,64.624::80894.88326
Kuwait,Asia,1972,67.712::109347.867
Kuwait,Asia,1977,69.343::59265.47714
Kuwait,Asia,1982,71.309::31354.03573
Kuwait,Asia,1987,74.174::28118.42998
Kuwait,Asia,1992,75.19::34932.91959
Kuwait,Asia,1997,76.156::40300.61996
Kuwait,Asia,2002,76.904::35110.10566
Kuwait,Asia,2007,77.588::47306.98978
Lebanon,Asia,1952,55.928::4834.804067
Lebanon,Asia,1957,59.489::6089.786934
Lebanon,Asia,1962,62.094::5714.560611
Lebanon,Asia,1967,63.87::6006.983042
Lebanon,Asia,1972,65.421::7486.384341
Lebanon,Asia,1977,66.099::8659.696836
Lebanon,Asia,1982,66.983::7640.519521
Lebanon,Asia,1987,67.926::5377.091329
Lebanon,Asia,1992,69.292::6890.806854
Lebanon,Asia,1997,70.265::8754.96385
Lebanon,Asia,2002,71.028::9313.93883
Lebanon,Asia,2007,71.993::10461.05868
Lesotho,Africa,1952,42.138::298.8462121
Lesotho,Africa,1957,45.047::335.9971151
Lesotho,Africa,1962,47.747::411.8006266
Lesotho,Africa,1967,48.492::498.6390265
Lesotho,Africa,1972,49.767::496.5815922
Lesotho,Africa,1977,52.208::745.3695408
Lesotho,Africa,1982,55.078::797.2631074
Lesotho,Africa,1987,57.18::773.9932141
Lesotho,Africa,1992,59.685::977.4862725
Lesotho,Africa,1997,55.558::1186.147994
Lesotho,Africa,2002,44.593::1275.184575
Lesotho,Africa,2007,42.592::1569.331442
Liberia,Africa,1952,38.48::575.5729961
Liberia,Africa,1957,39.486::620.9699901
Liberia,Africa,1962,40.502::634.1951625
Liberia,Africa,1967,41.536::713.6036483
Liberia,Africa,1972,42.614::803.0054535
Liberia,Africa,1977,43.764::640.3224383
Liberia,Africa,1982,44.852::572.1995694
Liberia,Africa,1987,46.027::506.1138573
Liberia,Africa,1992,40.802::636.6229191
Liberia,Africa,1997,42.221::609.1739508
Liberia,Africa,2002,43.753::531.4823679
Liberia,Africa,2007,45.678::414.5073415
Libya,Africa,1952,42.723::2387.54806
Libya,Africa,1957,45.289::3448.284395
Libya,Africa,1962,47.808::6757.030816
Libya,Africa,1967,50.227::18772.75169
Libya,Africa,1972,52.773::21011.49721
Libya,Africa,1977,57.442::21951.21176
Libya,Africa,1982,62.155::17364.27538
Libya,Africa,1987,66.234::11770.5898
Libya,Africa,1992,68.755::9640.138501
Libya,Africa,1997,71.555::9467.446056
Libya,Africa,2002,72.737::9534.677467
Libya,Africa,2007,73.952::12057.49928
Madagascar,Africa,1952,36.681::1443.011715
Madagascar,Africa,1957,38.865::1589.20275
Madagascar,Africa,1962,40.848::1643.38711
Madagascar,Africa,1967,42.881::1634.047282
Madagascar,Africa,1972,44.851::1748.562982
Madagascar,Africa,1977,46.881::1544.228586
Madagascar,Africa,1982,48.969::1302.878658
Madagascar,Africa,1987,49.35::1155.441948
Madagascar,Africa,1992,52.214::1040.67619
Madagascar,Africa,1997,54.978::986.2958956
Madagascar,Africa,2002,57.286::894.6370822
Madagascar,Africa,2007,59.443::1044.770126
Malawi,Africa,1952,36.256::369.1650802
Malawi,Africa,1957,37.207::416.3698064
Malawi,Africa,1962,38.41::427.9010856
Malawi,Africa,1967,39.487::495.5147806
Malawi,Africa,1972,41.766::584.6219709
Malawi,Africa,1977,43.767::663.2236766
Malawi,Africa,1982,45.642::632.8039209
Malawi,Africa,1987,47.457::635.5173634
Malawi,Africa,1992,49.42::563.2000145
Malawi,Africa,1997,47.495::692.2758103
Malawi,Africa,2002,45.009::665.4231186
Malawi,Africa,2007,48.303::759.3499101
Malaysia,Asia,1952,48.463::1831.132894
Malaysia,Asia,1957,52.102::1810.066992
Malaysia,Asia,1962,55.737::2036.884944
Malaysia,Asia,1967,59.371::2277.742396
Malaysia,Asia,1972,63.01::2849.09478
Malaysia,Asia,1977,65.256::3827.921571
Malaysia,Asia,1982,68::4920.355951
Malaysia,Asia,1987,69.5::5249.802653
Malaysia,Asia,1992,70.693::7277.912802
Malaysia,Asia,1997,71.938::10132.90964
Malaysia,Asia,2002,73.044::10206.97794
Malaysia,Asia,2007,74.241::12451.6558
Mali,Africa,1952,33.685::452.3369807
Mali,Africa,1957,35.307::490.3821867
Mali,Africa,1962,36.936::496.1743428
Mali,Africa,1967,38.487::545.0098873
Mali,Africa,1972,39.977::581.3688761
Mali,Africa,1977,41.714::686.3952693
Mali,Africa,1982,43.916::618.0140641
Mali,Africa,1987,46.364::684.1715576
Mali,Africa,1992,48.388::739.014375
Mali,Africa,1997,49.903::790.2579846
Mali,Africa,2002,51.818::951.4097518
Mali,Africa,2007,54.467::1042.581557
Mauritania,Africa,1952,40.543::743.1159097
Mauritania,Africa,1957,42.338::846.1202613
Mauritania,Africa,1962,44.248::1055.896036
Mauritania,Africa,1967,46.289::1421.145193
Mauritania,Africa,1972,48.437::1586.851781
Mauritania,Africa,1977,50.852::1497.492223
Mauritania,Africa,1982,53.599::1481.150189
Mauritania,Africa,1987,56.145::1421.603576
Mauritania,Africa,1992,58.333::1361.369784
Mauritania,Africa,1997,60.43::1483.136136
Mauritania,Africa,2002,62.247::1579.019543
Mauritania,Africa,2007,64.164::1803.151496
Mauritius,Africa,1952,50.986::1967.955707
Mauritius,Africa,1957,58.089::2034.037981
Mauritius,Africa,1962,60.246::2529.067487
Mauritius,Africa,1967,61.557::2475.387562
Mauritius,Africa,1972,62.944::2575.484158
Mauritius,Africa,1977,64.93::3710.982963
Mauritius,Africa,1982,66.711::3688.037739
Mauritius,Africa,1987,68.74::4783.586903
Mauritius,Africa,1992,69.745::6058.253846
Mauritius,Africa,1997,70.736::7425.705295
Mauritius,Africa,2002,71.954::9021.815894
Mauritius,Africa,2007,72.801::10956.99112
Mexico,Americas,1952,50.789::3478.125529
Mexico,Americas,1957,55.19::4131.546641
Mexico,Americas,1962,58.299::4581.609385
Mexico,Americas,1967,60.11::5754.733883
Mexico,Americas,1972,62.361::6809.40669
Mexico,Americas,1977,65.032::7674.929108
Mexico,Americas,1982,67.405::9611.147541
Mexico,Americas,1987,69.498::8688.156003
Mexico,Americas,1992,71.455::9472.384295
Mexico,Americas,1997,73.67::9767.29753
Mexico,Americas,2002,74.902::10742.44053
Mexico,Americas,2007,76.195::11977.57496
Mongolia,Asia,1952,42.244::786.5668575
Mongolia,Asia,1957,45.248::912.6626085
Mongolia,Asia,1962,48.251::1056.353958
Mongolia,Asia,1967,51.253::1226.04113
Mongolia,Asia,1972,53.754::1421.741975
Mongolia,Asia,1977,55.491::1647.511665
Mongolia,Asia,1982,57.489::2000.603139
Mongolia,Asia,1987,60.222::2338.008304
Mongolia,Asia,1992,61.271::1785.402016
Mongolia,Asia,1997,63.625::1902.2521
Mongolia,Asia,2002,65.033::2140.739323
Mongolia,Asia,2007,66.803::3095.772271
Montenegro,Europe,1952,59.164::2647.585601
Montenegro,Europe,1957,61.448::3682.259903
Montenegro,Europe,1962,63.728::4649.593785
Montenegro,Europe,1967,67.178::5907.850937
Montenegro,Europe,1972,70.636::7778.414017
Montenegro,Europe,1977,73.066::9595.929905
Montenegro,Europe,1982,74.101::11222.58762
Montenegro,Europe,1987,74.865::11732.51017
Montenegro,Europe,1992,75.435::7003.339037
Montenegro,Europe,1997,75.445::6465.613349
Montenegro,Europe,2002,73.981::6557.194282
Montenegro,Europe,2007,74.543::9253.896111
Morocco,Africa,1952,42.873::1688.20357
Morocco,Africa,1957,45.423::1642.002314
Morocco,Africa,1962,47.924::1566.353493
Morocco,Africa,1967,50.335::1711.04477
Morocco,Africa,1972,52.862::1930.194975
Morocco,Africa,1977,55.73::2370.619976
Morocco,Africa,1982,59.65::2702.620356
Morocco,Africa,1987,62.677::2755.046991
Morocco,Africa,1992,65.393::2948.047252
Morocco,Africa,1997,67.66::2982.101858
Morocco,Africa,2002,69.615::3258.495584
Morocco,Africa,2007,71.164::3820.17523
Mozambique,Africa,1952,31.286::468.5260381
Mozambique,Africa,1957,33.779::495.5868333
Mozambique,Africa,1962,36.161::556.6863539
Mozambique,Africa,1967,38.113::566.6691539
Mozambique,Africa,1972,40.328::724.9178037
Mozambique,Africa,1977,42.495::502.3197334
Mozambique,Africa,1982,42.795::462.2114149
Mozambique,Africa,1987,42.861::389.8761846
Mozambique,Africa,1992,44.284::410.8968239
Mozambique,Africa,1997,46.344::472.3460771
Mozambique,Africa,2002,44.026::633.6179466
Mozambique,Africa,2007,42.082::823.6856205
Myanmar,Asia,1952,36.319::331
Myanmar,Asia,1957,41.905::350
Myanmar,Asia,1962,45.108::388
Myanmar,Asia,1967,49.379::349
Myanmar,Asia,1972,53.07::357
Myanmar,Asia,1977,56.059::371
Myanmar,Asia,1982,58.056::424
Myanmar,Asia,1987,58.339::385
Myanmar,Asia,1992,59.32::347
Myanmar,Asia,1997,60.328::415
Myanmar,Asia,2002,59.908::611
Myanmar,Asia,2007,62.069::944
Namibia,Africa,1952,41.725::2423.780443
Namibia,Africa,1957,45.226::2621.448058
Namibia,Africa,1962,48.386::3173.215595
Namibia,Africa,1967,51.159::3793.694753
Namibia,Africa,1972,53.867::3746.080948
Namibia,Africa,1977,56.437::3876.485958
Namibia,Africa,1982,58.968::4191.100511
Namibia,Africa,1987,60.835::3693.731337
Namibia,Africa,1992,61.999::3804.537999
Namibia,Africa,1997,58.909::3899.52426
Namibia,Africa,2002,51.479::4072.324751
Namibia,Africa,2007,52.906::4811.060429
Nepal,Asia,1952,36.157::545.8657229
Nepal,Asia,1957,37.686::597.9363558
Nepal,Asia,1962,39.393::652.3968593
Nepal,Asia,1967,41.472::676.4422254
Nepal,Asia,1972,43.971::674.7881296
Nepal,Asia,1977,46.748::694.1124398
Nepal,Asia,1982,49.594::718.3730947
Nepal,Asia,1987,52.537::775.6324501
Nepal,Asia,1992,55.727::897.7403604
Nepal,Asia,1997,59.426::1010.892138
Nepal,Asia,2002,61.34::1057.206311
Nepal,Asia,2007,63.785::1091.359778
Netherlands,Europe,1952,72.13::8941.571858
Netherlands,Europe,1957,72.99::11276.19344
Netherlands,Europe,1962,73.23::12790.84956
Netherlands,Europe,1967,73.82::15363.25136
Netherlands,Europe,1972,73.75::18794.74567
Netherlands,Europe,1977,75.24::21209.0592
Netherlands,Europe,1982,76.05::21399.46046
Netherlands,Europe,1987,76.83::23651.32361
Netherlands,Europe,1992,77.42::26790.94961
Netherlands,Europe,1997,78.03::30246.13063
Netherlands,Europe,2002,78.53::33724.75778
Netherlands,Europe,2007,79.762::36797.93332
New Zealand,Oceania,1952,69.39::10556.57566
New Zealand,Oceania,1957,70.26::12247.39532
New Zealand,Oceania,1962,71.24::13175.678
New Zealand,Oceania,1967,71.52::14463.91893
New Zealand,Oceania,1972,71.89::16046.03728
New Zealand,Oceania,1977,72.22::16233.7177
New Zealand,Oceania,1982,73.84::17632.4104
New Zealand,Oceania,1987,74.32::19007.19129
New Zealand,Oceania,1992,76.33::18363.32494
New Zealand,Oceania,1997,77.55::21050.41377
New Zealand,Oceania,2002,79.11::23189.80135
New Zealand,Oceania,2007,80.204::25185.00911
Nicaragua,Americas,1952,42.314::3112.363948
Nicaragua,Americas,1957,45.432::3457.415947
Nicaragua,Americas,1962,48.632::3634.364406
Nicaragua,Americas,1967,51.884::4643.393534
Nicaragua,Americas,1972,55.151::4688.593267
Nicaragua,Americas,1977,57.47::5486.371089
Nicaragua,Americas,1982,59.298::3470.338156
Nicaragua,Americas,1987,62.008::2955.984375
Nicaragua,Americas,1992,65.843::2170.151724
Nicaragua,Americas,1997,68.426::2253.023004
Nicaragua,Americas,2002,70.836::2474.548819
Nicaragua,Americas,2007,72.899::2749.320965
Niger,Africa,1952,37.444::761.879376
Niger,Africa,1957,38.598::835.5234025
Niger,Africa,1962,39.487::997.7661127
Niger,Africa,1967,40.118::1054.384891
Niger,Africa,1972,40.546::954.2092363
Niger,Africa,1977,41.291::808.8970728
Niger,Africa,1982,42.598::909.7221354
Niger,Africa,1987,44.555::668.3000228
Niger,Africa,1992,47.391::581.182725
Niger,Africa,1997,51.313::580.3052092
Niger,Africa,2002,54.496::601.0745012
Niger,Africa,2007,56.867::619.6768924
Nigeria,Africa,1952,36.324::1077.281856
Nigeria,Africa,1957,37.802::1100.592563
Nigeria,Africa,1962,39.36::1150.927478
Nigeria,Africa,1967,41.04::1014.514104
Nigeria,Africa,1972,42.821::1698.388838
Nigeria,Africa,1977,44.514::1981.951806
Nigeria,Africa,1982,45.826::1576.97375
Nigeria,Africa,1987,46.886::1385.029563
Nigeria,Africa,1992,47.472::1619.848217
Nigeria,Africa,1997,47.464::1624.941275
Nigeria,Africa,2002,46.608::1615.286395
Nigeria,Africa,2007,46.859::2013.977305
Norway,Europe,1952,72.67::10095.42172
Norway,Europe,1957,73.44::11653.97304
Norway,Europe,1962,73.47::13450.40151
Norway,Europe,1967,74.08::16361.87647
Norway,Europe,1972,74.34::18965.05551
Norway,Europe,1977,75.37::23311.34939
Norway,Europe,1982,75.97::26298.63531
Norway,Europe,1987,75.89::31540.9748
Norway,Europe,1992,77.32::33965.66115
Norway,Europe,1997,78.32::41283.16433
Norway,Europe,2002,79.05::44683.97525
Norway,Europe,2007,80.196::49357.19017
Oman,Asia,1952,37.578::1828.230307
Oman,Asia,1957,40.08::2242.746551
Oman,Asia,1962,43.165::2924.638113
Oman,Asia,1967,46.988::4720.942687
Oman,Asia,1972,52.143::10618.03855
Oman,Asia,1977,57.367::11848.34392
Oman,Asia,1982,62.728::12954.79101
Oman,Asia,1987,67.734::18115.22313
Oman,Asia,1992,71.197::18616.70691
Oman,Asia,1997,72.499::19702.05581
Oman,Asia,2002,74.193::19774.83687
Oman,Asia,2007,75.64::22316.19287
Pakistan,Asia,1952,43.436::684.5971438
Pakistan,Asia,1957,45.557::747.0835292
Pakistan,Asia,1962,47.67::803.3427418
Pakistan,Asia,1967,49.8::942.4082588
Pakistan,Asia,1972,51.929::1049.938981
Pakistan,Asia,1977,54.043::1175.921193
Pakistan,Asia,1982,56.158::1443.429832
Pakistan,Asia,1987,58.245::1704.686583
Pakistan,Asia,1992,60.838::1971.829464
Pakistan,Asia,1997,61.818::2049.350521
Pakistan,Asia,2002,63.61::2092.712441
Pakistan,Asia,2007,65.483::2605.94758
Panama,Americas,1952,55.191::2480.380334
Panama,Americas,1957,59.201::2961.800905
Panama,Americas,1962,61.817::3536.540301
Panama,Americas,1967,64.071::4421.009084
Panama,Americas,1972,66.216::5364.249663
Panama,Americas,1977,68.681::5351.912144
Panama,Americas,1982,70.472::7009.601598
Panama,Americas,1987,71.523::7034.779161
Panama,Americas,1992,72.462::6618.74305
Panama,Americas,1997,73.738::7113.692252
Panama,Americas,2002,74.712::7356.031934
Panama,Americas,2007,75.537::9809.185636
Paraguay,Americas,1952,62.649::1952.308701
Paraguay,Americas,1957,63.196::2046.154706
Paraguay,Americas,1962,64.361::2148.027146
Paraguay,Americas,1967,64.951::2299.376311
Paraguay,Americas,1972,65.815::2523.337977
Paraguay,Americas,1977,66.353::3248.373311
Paraguay,Americas,1982,66.874::4258.503604
Paraguay,Americas,1987,67.378::3998.875695
Paraguay,Americas,1992,68.225::4196.411078
Paraguay,Americas,1997,69.4::4247.400261
Paraguay,Americas,2002,70.755::3783.674243
Paraguay,Americas,2007,71.752::4172.838464
Peru,Americas,1952,43.902::3758.523437
Peru,Americas,1957,46.263::4245.256698
Peru,Americas,1962,49.096::4957.037982
Peru,Americas,1967,51.445::5788.09333
Peru,Americas,1972,55.448::5937.827283
Peru,Americas,1977,58.447::6281.290855
Peru,Americas,1982,61.406::6434.501797
Peru,Americas,1987,64.134::6360.943444
Peru,Americas,1992,66.458::4446.380924
Peru,Americas,1997,68.386::5838.347657
Peru,Americas,2002,69.906::5909.020073
Peru,Americas,2007,71.421::7408.905561
Philippines,Asia,1952,47.752::1272.880995
Philippines,Asia,1957,51.334::1547.944844
Philippines,Asia,1962,54.757::1649.552153
Philippines,Asia,1967,56.393::1814.12743
Philippines,Asia,1972,58.065::1989.37407
Philippines,Asia,1977,60.06::2373.204287
Philippines,Asia,1982,62.082::2603.273765
Philippines,Asia,1987,64.151::2189.634995
Philippines,Asia,1992,66.458::2279.324017
Philippines,Asia,1997,68.564::2536.534925
Philippines,Asia,2002,70.303::2650.921068
Philippines,Asia,2007,71.688::3190.481016
Poland,Europe,1952,61.31::4029.329699
Poland,Europe,1957,65.77::4734.253019
Poland,Europe,1962,67.64::5338.752143
Poland,Europe,1967,69.61::6557.152776
Poland,Europe,1972,70.85::8006.506993
Poland,Europe,1977,70.67::9508.141454
Poland,Europe,1982,71.32::8451.531004
Poland,Europe,1987,70.98::9082.351172
Poland,Europe,1992,70.99::7738.881247
